datetime,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2017-05-29 15:00:00,292.9,19.73,52.46,2.63
2017-05-29 16:00:00,158.9,18.18,60.63,2.7
2017-05-29 17:00:00,40.5,16.52,70.77,2.59
2017-05-29 18:00:00,0.0,15.06,81.27,2.28
2017-05-29 19:00:00,0.0,14.26,86.71,2.1
2017-05-29 20:00:00,0.0,13.69,90.24,1.9
2017-05-29 21:00:00,0.0,13.26,92.76,1.79
2017-05-29 22:00:00,0.0,12.86,94.74,1.68
2017-05-29 23:00:00,0.0,12.49,95.88,1.51
2017-05-30 00:00:00,0.0,12.13,96.64,1.31
2017-05-30 01:00:00,0.0,11.79,97.0,1.2
2017-05-30 02:00:00,0.0,11.58,96.76,1.16
2017-05-30 03:00:00,0.0,11.45,96.37,1.05
2017-05-30 04:00:00,0.0,11.37,96.11,1.0
2017-05-30 05:00:00,35.42,11.47,95.17,1.11
2017-05-30 06:00:00,195.75,12.21,91.03,1.3
2017-05-30 07:00:00,382.02,13.74,82.03,1.43
2017-05-30 08:00:00,549.6,16.06,67.73,1.56
2017-05-30 09:00:00,671.88,18.28,55.75,1.71
2017-05-30 10:00:00,765.03,19.82,48.57,1.83
2017-05-30 11:00:00,899.5,20.87,43.95,1.85
2017-05-30 12:00:00,835.78,21.3,41.65,1.77
2017-05-30 13:00:00,662.22,21.19,41.34,1.74
2017-05-30 14:00:00,543.42,20.63,42.92,1.84
2017-05-30 15:00:00,359.38,19.66,47.02,1.94
2017-05-30 16:00:00,190.2,18.33,54.14,1.94
2017-05-30 17:00:00,55.17,16.76,65.14,1.82
2017-05-30 18:00:00,0.0,15.26,75.89,1.71
2017-05-30 19:00:00,0.0,14.46,81.6,1.68
2017-05-30 20:00:00,0.0,13.93,85.7,1.54
2017-05-30 21:00:00,0.0,13.48,89.29,1.46
2017-05-30 22:00:00,0.0,13.15,91.38,1.47
2017-05-30 23:00:00,0.0,12.87,92.7,1.45
2017-05-31 00:00:00,0.0,12.59,93.54,1.44
2017-05-31 01:00:00,0.0,12.29,94.18,1.38
2017-05-31 02:00:00,0.0,12.02,94.55,1.21
2017-05-31 03:00:00,0.0,11.74,94.84,1.0
2017-05-31 04:00:00,0.0,11.35,95.58,0.75
2017-05-31 05:00:00,18.58,11.43,94.24,0.87
2017-05-31 06:00:00,83.95,12.58,87.5,1.09
2017-05-31 07:00:00,172.85,14.27,77.54,1.17
2017-05-31 08:00:00,367.35,15.89,67.32,1.18
2017-05-31 09:00:00,471.55,17.05,60.52,1.18
2017-05-31 10:00:00,487.1,17.75,56.61,1.25
2017-05-31 11:00:00,633.62,18.13,54.27,1.45
2017-05-31 12:00:00,541.55,18.31,53.52,1.65
2017-05-31 13:00:00,432.95,18.35,53.69,1.83
2017-05-31 14:00:00,381.5,18.13,55.21,2.01
2017-05-31 15:00:00,279.67,17.7,57.65,2.07
2017-05-31 16:00:00,148.9,16.76,62.63,1.93
2017-05-31 17:00:00,47.25,15.48,70.08,1.69
2017-05-31 18:00:00,0.0,14.1,79.14,1.26
2017-05-31 19:00:00,0.0,13.23,84.88,1.03
2017-05-31 20:00:00,0.0,12.61,88.69,0.66
2017-05-31 21:00:00,0.0,12.19,90.99,0.5
2017-05-31 22:00:00,0.0,11.81,93.12,0.53
2017-05-31 23:00:00,0.0,11.47,94.99,0.54
2017-06-01 00:00:00,0.0,11.16,96.71,0.48
2017-06-01 01:00:00,0.0,10.9,98.32,0.43
2017-06-01 02:00:00,0.0,10.76,99.1,0.51
2017-06-01 03:00:00,0.0,10.77,98.73,0.71
2017-06-01 04:00:00,0.0,10.75,98.12,0.85
2017-06-01 05:00:00,32.15,11.01,96.57,1.21
2017-06-01 06:00:00,152.6,12.21,91.17,1.73
2017-06-01 07:00:00,307.3,14.27,79.3,1.94
2017-06-01 08:00:00,487.0,17.02,62.05,2.04
2017-06-01 09:00:00,607.62,19.47,49.17,2.11
2017-06-01 10:00:00,683.12,21.36,41.86,2.16
2017-06-01 11:00:00,709.05,22.75,38.04,2.15
2017-06-01 12:00:00,591.92,23.57,36.29,2.12
2017-06-01 13:00:00,448.15,23.95,35.84,2.01
2017-06-01 14:00:00,351.05,23.49,37.32,1.96
2017-06-01 15:00:00,232.55,22.22,41.45,1.93
2017-06-01 16:00:00,122.82,20.13,49.4,1.87
2017-06-01 17:00:00,36.28,17.96,60.33,1.72
2017-06-01 18:00:00,0.0,16.01,72.35,1.4
2017-06-01 19:00:00,0.0,14.83,80.48,1.24
2017-06-01 20:00:00,0.0,13.96,86.44,0.88
2017-06-01 21:00:00,0.0,13.33,89.99,0.61
2017-06-01 22:00:00,0.0,12.76,92.9,0.49
2017-06-01 23:00:00,0.0,12.29,95.43,0.38
2017-06-02 00:00:00,0.0,11.85,97.41,0.44
2017-06-02 01:00:00,0.0,11.43,99.13,0.5
2017-06-02 02:00:00,0.0,11.12,100.0,0.44
2017-06-02 03:00:00,0.0,11.09,99.63,0.36
2017-06-02 04:00:00,0.0,11.0,99.4,0.33
2017-06-02 05:00:00,40.72,11.42,96.96,0.79
2017-06-02 06:00:00,196.98,12.29,92.38,1.09
2017-06-02 07:00:00,405.42,14.27,80.33,1.42
2017-06-02 08:00:00,621.8,17.84,58.28,1.82
2017-06-02 09:00:00,777.1,20.79,45.66,2.02
2017-06-02 10:00:00,860.42,22.78,39.53,2.01
2017-06-02 11:00:00,966.92,24.03,36.24,1.92
2017-06-02 12:00:00,903.88,24.64,34.57,1.8
2017-06-02 13:00:00,752.35,24.62,34.48,1.74
2017-06-02 14:00:00,592.4,24.03,35.71,1.82
2017-06-02 15:00:00,367.2,22.86,38.66,1.8
2017-06-02 16:00:00,202.45,21.29,43.77,1.66
2017-06-02 17:00:00,58.17,19.46,53.43,1.34
2017-06-02 18:00:00,0.0,17.4,69.05,0.84
2017-06-02 19:00:00,0.0,16.23,71.61,0.75
2017-06-02 20:00:00,0.0,15.41,75.72,0.49
2017-06-02 21:00:00,0.0,14.56,79.87,0.29
2017-06-02 22:00:00,0.0,13.7,84.74,0.35
2017-06-02 23:00:00,0.0,12.87,89.81,0.53
2017-06-03 00:00:00,0.0,12.16,94.21,0.62
2017-06-03 01:00:00,0.0,11.64,96.85,0.62
2017-06-03 02:00:00,0.0,11.14,98.68,0.56
2017-06-03 03:00:00,0.0,10.57,100.0,0.4
2017-06-03 04:00:00,0.0,9.98,100.0,0.13
2017-06-03 05:00:00,45.95,10.67,97.78,0.09
2017-06-03 06:00:00,248.3,13.24,87.24,0.3
2017-06-03 07:00:00,493.3,17.6,59.14,0.98
2017-06-03 08:00:00,713.65,21.4,35.48,1.67
2017-06-03 09:00:00,862.72,23.59,28.12,2.05
2017-06-03 10:00:00,939.75,25.12,25.75,2.31
2017-06-03 11:00:00,921.92,26.18,24.86,2.5
2017-06-03 12:00:00,877.38,26.75,24.56,2.6
2017-06-03 13:00:00,712.05,26.73,25.09,2.51
2017-06-03 14:00:00,547.85,26.15,26.58,2.29
2017-06-03 15:00:00,419.92,24.72,30.08,2.05
2017-06-03 16:00:00,231.15,22.63,36.11,1.86
2017-06-03 17:00:00,70.62,20.28,45.95,1.62
2017-06-03 18:00:00,0.0,17.95,59.68,1.06
2017-06-03 19:00:00,0.0,16.5,67.86,0.9
2017-06-03 20:00:00,0.0,15.2,73.78,0.72
2017-06-03 21:00:00,0.0,13.85,78.65,0.59
2017-06-03 22:00:00,0.0,12.88,82.01,0.66
2017-06-03 23:00:00,0.0,11.93,85.54,0.72
2017-06-04 00:00:00,0.0,11.1,88.88,0.82
2017-06-04 01:00:00,0.0,10.48,90.82,0.84
2017-06-04 02:00:00,0.0,10.02,92.97,0.75
2017-06-04 03:00:00,0.0,9.7,95.99,0.6
2017-06-04 04:00:00,0.0,9.6,98.06,0.53
2017-06-04 05:00:00,43.45,10.48,96.32,0.72
2017-06-04 06:00:00,240.48,13.05,88.25,1.04
2017-06-04 07:00:00,487.17,16.86,64.61,1.12
2017-06-04 08:00:00,648.55,20.63,41.43,0.84
2017-06-04 09:00:00,823.85,23.37,31.24,1.2
2017-06-04 10:00:00,964.15,25.2,26.87,1.4
2017-06-04 11:00:00,989.72,26.52,24.33,1.39
2017-06-04 12:00:00,905.5,27.32,22.83,1.34
2017-06-04 13:00:00,755.25,27.46,22.5,1.33
2017-06-04 14:00:00,571.85,26.84,23.29,1.28
2017-06-04 15:00:00,379.65,25.62,25.39,1.1
2017-06-04 16:00:00,210.5,23.89,29.0,0.9
2017-06-04 17:00:00,63.05,21.32,38.96,0.37
2017-06-04 18:00:00,0.0,17.91,55.79,0.16
2017-06-04 19:00:00,0.0,16.26,63.39,0.13
2017-06-04 20:00:00,0.0,15.39,66.18,0.28
2017-06-04 21:00:00,0.0,14.65,69.16,0.58
2017-06-04 22:00:00,0.0,13.84,74.0,0.8
2017-06-04 23:00:00,0.0,13.29,77.37,0.88
2017-06-05 00:00:00,0.0,12.84,80.21,0.74
2017-06-05 01:00:00,0.0,12.42,82.52,0.65
2017-06-05 02:00:00,0.0,11.97,85.25,0.68
2017-06-05 03:00:00,0.0,11.53,88.21,0.77
2017-06-05 04:00:00,0.0,11.1,90.96,0.82
2017-06-05 05:00:00,26.3,11.62,90.25,0.89
2017-06-05 06:00:00,126.4,14.36,78.79,1.45
2017-06-05 07:00:00,250.23,17.42,60.81,1.54
2017-06-05 08:00:00,495.23,20.17,46.04,1.33
2017-06-05 09:00:00,771.5,22.48,36.87,1.1
2017-06-05 10:00:00,877.8,24.15,32.13,1.0
2017-06-05 11:00:00,931.42,24.91,30.54,1.03
2017-06-05 12:00:00,786.95,25.19,30.23,1.13
2017-06-05 13:00:00,660.25,25.09,30.73,1.24
2017-06-05 14:00:00,518.65,24.5,32.09,1.42
2017-06-05 15:00:00,368.0,23.42,34.68,1.5
2017-06-05 16:00:00,194.73,21.94,39.17,1.42
2017-06-05 17:00:00,61.45,20.02,48.3,0.99
2017-06-05 18:00:00,0.0,17.85,62.81,0.48
2017-06-05 19:00:00,0.0,16.86,69.7,0.4
2017-06-05 20:00:00,0.0,16.12,74.47,0.33
2017-06-05 21:00:00,0.0,15.52,76.48,0.35
2017-06-05 22:00:00,0.0,14.94,76.6,0.4
2017-06-05 23:00:00,0.0,14.41,77.36,0.5
2017-06-06 00:00:00,0.0,13.86,78.77,0.62
2017-06-06 01:00:00,0.0,13.15,81.36,0.73
2017-06-06 02:00:00,0.0,12.36,83.93,0.77
2017-06-06 03:00:00,0.0,11.59,86.41,0.77
2017-06-06 04:00:00,0.0,11.13,87.95,0.74
2017-06-06 05:00:00,35.92,11.74,87.09,0.67
2017-06-06 06:00:00,149.43,14.88,74.21,1.26
2017-06-06 07:00:00,303.25,18.25,55.89,1.32
2017-06-06 08:00:00,561.2,21.15,43.09,1.39
2017-06-06 09:00:00,684.78,23.03,36.65,1.64
2017-06-06 10:00:00,755.7,24.19,33.07,1.78
2017-06-06 11:00:00,706.28,25.12,30.86,1.81
2017-06-06 12:00:00,611.67,25.54,29.86,1.9
2017-06-06 13:00:00,593.7,25.33,30.41,1.95
2017-06-06 14:00:00,548.8,24.81,31.7,1.93
2017-06-06 15:00:00,352.52,23.51,35.04,1.75
2017-06-06 16:00:00,182.85,21.81,40.44,1.49
2017-06-06 17:00:00,55.42,19.78,51.24,0.86
2017-06-06 18:00:00,0.0,17.58,67.49,0.31
2017-06-06 19:00:00,0.0,16.41,74.89,0.1
2017-06-06 20:00:00,0.0,15.39,79.71,0.14
2017-06-06 21:00:00,0.0,14.46,83.37,0.28
2017-06-06 22:00:00,0.0,13.56,87.31,0.29
2017-06-06 23:00:00,0.0,12.85,90.79,0.31
2017-06-07 00:00:00,0.0,12.26,94.0,0.36
2017-06-07 01:00:00,0.0,11.94,95.89,0.37
2017-06-07 02:00:00,0.0,11.79,96.83,0.38
2017-06-07 03:00:00,0.0,11.73,97.22,0.42
2017-06-07 04:00:00,0.0,11.62,97.78,0.42
2017-06-07 05:00:00,36.8,12.35,94.63,0.45
2017-06-07 06:00:00,196.4,14.53,83.43,0.53
2017-06-07 07:00:00,388.5,17.12,67.37,0.47
2017-06-07 08:00:00,607.17,19.77,49.91,0.74
2017-06-07 09:00:00,771.7,21.89,39.23,0.94
2017-06-07 10:00:00,761.65,23.11,35.12,1.09
2017-06-07 11:00:00,751.2,23.69,33.73,1.24
2017-06-07 12:00:00,593.85,23.84,33.81,1.39
2017-06-07 13:00:00,471.9,22.95,36.72,1.43
2017-06-07 14:00:00,390.55,21.53,41.51,1.47
2017-06-07 15:00:00,159.45,20.06,47.0,1.57
2017-06-07 16:00:00,97.05,18.86,52.49,1.62
2017-06-07 17:00:00,31.95,17.69,60.79,1.53
2017-06-07 18:00:00,0.0,16.33,71.33,1.38
2017-06-07 19:00:00,0.0,15.22,78.14,1.46
2017-06-07 20:00:00,0.0,14.29,84.48,1.46
2017-06-07 21:00:00,0.0,13.56,89.47,1.31
2017-06-07 22:00:00,0.0,13.09,92.18,1.1
2017-06-07 23:00:00,0.0,12.67,94.15,0.99
2017-06-08 00:00:00,0.0,12.18,96.34,0.9
2017-06-08 01:00:00,0.0,11.71,98.65,0.72
2017-06-08 02:00:00,0.0,11.57,99.1,0.6
2017-06-08 03:00:00,0.0,11.49,98.74,0.63
2017-06-08 04:00:00,0.0,11.34,98.6,0.64
2017-06-08 05:00:00,42.5,11.75,96.17,0.99
2017-06-08 06:00:00,212.12,13.26,87.21,1.38
2017-06-08 07:00:00,432.2,16.17,66.69,1.48
2017-06-08 08:00:00,615.17,19.33,47.72,1.66
2017-06-08 09:00:00,729.92,21.6,37.42,1.89
2017-06-08 10:00:00,819.08,23.36,31.7,2.08
2017-06-08 11:00:00,942.85,24.65,28.78,2.2
2017-06-08 12:00:00,841.6,25.42,27.61,2.26
2017-06-08 13:00:00,664.88,25.53,28.17,2.25
2017-06-08 14:00:00,483.08,24.85,30.03,2.25
2017-06-08 15:00:00,363.12,23.55,33.32,2.17
2017-06-08 16:00:00,195.45,21.77,38.81,2.03
2017-06-08 17:00:00,61.28,19.5,48.37,1.73
2017-06-08 18:00:00,0.0,17.21,61.36,1.16
2017-06-08 19:00:00,0.0,15.9,68.11,0.97
2017-06-08 20:00:00,0.0,14.56,75.42,0.64
2017-06-08 21:00:00,0.0,13.4,81.34,0.41
2017-06-08 22:00:00,0.0,12.64,85.4,0.35
2017-06-08 23:00:00,0.0,12.27,87.71,0.35
2017-06-09 00:00:00,0.0,12.06,89.12,0.32
2017-06-09 01:00:00,0.0,11.85,90.23,0.35
2017-06-09 02:00:00,0.0,11.64,90.77,0.43
2017-06-09 03:00:00,0.0,11.3,91.95,0.44
2017-06-09 04:00:00,0.0,10.99,92.98,0.44
2017-06-09 05:00:00,46.8,11.53,91.15,0.37
2017-06-09 06:00:00,242.7,14.31,79.08,0.13
2017-06-09 07:00:00,474.17,17.67,58.66,0.91
2017-06-09 08:00:00,641.42,20.29,45.43,1.76
2017-06-09 09:00:00,769.35,21.74,40.09,2.19
2017-06-09 10:00:00,795.45,23.23,35.9,2.36
2017-06-09 11:00:00,809.97,24.48,32.77,2.41
2017-06-09 12:00:00,607.72,25.22,30.96,2.42
2017-06-09 13:00:00,482.17,25.3,30.6,2.41
2017-06-09 14:00:00,440.92,24.71,31.94,2.37
2017-06-09 15:00:00,308.45,23.53,34.93,2.27
2017-06-09 16:00:00,167.82,21.97,39.48,2.13
2017-06-09 17:00:00,53.92,19.92,48.26,1.76
2017-06-09 18:00:00,0.0,17.54,61.64,1.13
2017-06-09 19:00:00,0.0,15.79,68.62,0.99
2017-06-09 20:00:00,0.0,14.19,74.65,0.66
2017-06-09 21:00:00,0.0,12.97,79.35,0.48
2017-06-09 22:00:00,0.0,12.26,81.41,0.45
2017-06-09 23:00:00,0.0,11.87,82.15,0.38
2017-06-10 00:00:00,0.0,11.43,84.44,0.33
2017-06-10 01:00:00,0.0,10.9,87.97,0.4
2017-06-10 02:00:00,0.0,10.61,90.39,0.45
2017-06-10 03:00:00,0.0,10.58,90.84,0.48
2017-06-10 04:00:00,0.0,10.36,92.75,0.58
2017-06-10 05:00:00,26.98,11.03,92.42,0.65
2017-06-10 06:00:00,137.57,13.74,81.75,1.29
2017-06-10 07:00:00,271.98,16.89,62.38,1.41
2017-06-10 08:00:00,421.3,20.13,43.23,1.3
2017-06-10 09:00:00,555.2,22.42,34.54,1.29
2017-06-10 10:00:00,628.4,23.93,30.56,1.38
2017-06-10 11:00:00,642.53,24.8,28.65,1.48
2017-06-10 12:00:00,700.92,25.15,27.93,1.53
2017-06-10 13:00:00,579.55,24.71,29.3,1.53
2017-06-10 14:00:00,399.83,23.8,31.9,1.56
2017-06-10 15:00:00,294.48,22.58,35.41,1.61
2017-06-10 16:00:00,158.32,21.0,40.77,1.56
2017-06-10 17:00:00,46.65,18.82,53.39,1.11
2017-06-10 18:00:00,0.0,16.31,70.82,0.66
2017-06-10 19:00:00,0.0,15.06,79.34,0.48
2017-06-10 20:00:00,0.0,14.08,84.89,0.27
2017-06-10 21:00:00,0.0,13.31,88.62,0.2
2017-06-10 22:00:00,0.0,12.62,90.94,0.33
2017-06-10 23:00:00,0.0,11.94,93.03,0.48
2017-06-11 00:00:00,0.0,11.21,95.45,0.57
2017-06-11 01:00:00,0.0,10.65,97.29,0.52
2017-06-11 02:00:00,0.0,10.39,97.58,0.45
2017-06-11 03:00:00,0.0,10.22,97.56,0.35
2017-06-11 04:00:00,0.0,10.07,97.8,0.28
2017-06-11 05:00:00,41.08,10.89,94.53,0.33
2017-06-11 06:00:00,220.18,13.66,81.91,0.47
2017-06-11 07:00:00,461.23,17.48,58.08,0.64
2017-06-11 08:00:00,676.15,20.82,40.27,0.93
2017-06-11 09:00:00,776.08,22.96,33.55,1.1
2017-06-11 10:00:00,865.03,24.5,30.34,1.08
2017-06-11 11:00:00,806.25,25.59,28.63,1.0
2017-06-11 12:00:00,814.5,26.21,27.89,0.94
2017-06-11 13:00:00,703.25,25.93,28.91,0.92
2017-06-11 14:00:00,574.65,25.32,30.51,1.03
2017-06-11 15:00:00,367.48,24.02,33.8,1.19
2017-06-11 16:00:00,205.68,22.2,39.33,1.21
2017-06-11 17:00:00,60.22,19.92,49.2,0.89
2017-06-11 18:00:00,0.0,17.19,65.84,0.33
2017-06-11 19:00:00,0.0,15.59,77.31,0.28
2017-06-11 20:00:00,0.0,14.41,84.54,0.19
2017-06-11 21:00:00,0.0,13.67,88.52,0.17
2017-06-11 22:00:00,0.0,13.13,90.67,0.25
2017-06-11 23:00:00,0.0,12.61,92.63,0.38
2017-06-12 00:00:00,0.0,12.02,95.22,0.52
2017-06-12 01:00:00,0.0,11.3,98.93,0.62
2017-06-12 02:00:00,0.0,10.88,100.0,0.64
2017-06-12 03:00:00,0.0,10.64,100.0,0.61
2017-06-12 04:00:00,0.0,10.59,100.0,0.62
2017-06-12 05:00:00,43.28,11.44,99.08,0.96
2017-06-12 06:00:00,239.85,13.48,89.67,1.27
2017-06-12 07:00:00,494.05,16.81,61.94,1.54
2017-06-12 08:00:00,708.3,20.24,36.51,2.07
2017-06-12 09:00:00,881.78,22.39,27.92,2.41
2017-06-12 10:00:00,1003.33,24.13,22.95,2.59
2017-06-12 11:00:00,1059.62,25.47,19.75,2.63
2017-06-12 12:00:00,1005.05,26.3,17.95,2.61
2017-06-12 13:00:00,872.08,26.55,17.3,2.58
2017-06-12 14:00:00,724.35,26.33,17.55,2.68
2017-06-12 15:00:00,508.1,25.44,19.0,2.71
2017-06-12 16:00:00,284.0,23.71,22.77,2.69
2017-06-12 17:00:00,95.95,20.85,34.58,2.36
2017-06-12 18:00:00,0.0,17.15,52.14,1.86
2017-06-12 19:00:00,0.0,14.95,63.53,1.55
2017-06-12 20:00:00,0.0,13.44,72.65,1.22
2017-06-12 21:00:00,0.0,12.46,79.47,1.11
2017-06-12 22:00:00,0.0,11.69,84.71,1.04
2017-06-12 23:00:00,0.0,11.07,89.11,0.98
2017-06-13 00:00:00,0.0,10.52,93.39,0.87
2017-06-13 01:00:00,0.0,10.35,95.15,0.86
2017-06-13 02:00:00,0.0,10.07,97.39,0.8
2017-06-13 03:00:00,0.0,9.82,98.74,0.73
2017-06-13 04:00:00,0.0,9.65,98.5,0.78
2017-06-13 05:00:00,52.12,10.0,95.18,1.02
2017-06-13 06:00:00,259.08,12.08,80.58,1.22
2017-06-13 07:00:00,512.2,15.83,51.52,1.64
2017-06-13 08:00:00,739.88,19.38,35.85,2.08
2017-06-13 09:00:00,909.17,22.02,29.98,2.16
2017-06-13 10:00:00,1016.45,24.16,26.36,2.16
2017-06-13 11:00:00,1075.93,25.71,24.41,2.11
2017-06-13 12:00:00,1004.42,26.68,23.78,2.1
2017-06-13 13:00:00,830.75,26.92,24.42,2.13
2017-06-13 14:00:00,565.28,26.23,26.81,2.33
2017-06-13 15:00:00,372.35,24.51,31.97,2.5
2017-06-13 16:00:00,203.18,22.17,40.06,2.57
2017-06-13 17:00:00,64.47,19.49,52.03,2.36
2017-06-13 18:00:00,0.0,17.04,67.17,1.84
2017-06-13 19:00:00,0.0,15.69,76.63,1.68
2017-06-13 20:00:00,0.0,14.72,84.09,1.51
2017-06-13 21:00:00,0.0,14.01,89.27,1.35
2017-06-13 22:00:00,0.0,13.44,93.03,1.22
2017-06-13 23:00:00,0.0,12.91,95.87,1.16
2017-06-14 00:00:00,0.0,12.59,97.51,1.09
2017-06-14 01:00:00,0.0,12.48,97.99,1.05
2017-06-14 02:00:00,0.0,12.36,98.58,0.98
2017-06-14 03:00:00,0.0,12.27,98.92,0.98
2017-06-14 04:00:00,0.0,12.12,99.43,0.88
2017-06-14 05:00:00,27.0,12.6,96.97,1.24
2017-06-14 06:00:00,108.28,14.03,88.46,1.84
2017-06-14 07:00:00,226.77,16.56,72.03,2.0
2017-06-14 08:00:00,339.38,19.43,56.16,2.15
2017-06-14 09:00:00,621.97,21.72,46.3,2.33
2017-06-14 10:00:00,664.9,23.33,40.28,2.43
2017-06-14 11:00:00,724.08,24.38,37.13,2.48
2017-06-14 12:00:00,739.78,24.68,36.57,2.48
2017-06-14 13:00:00,661.4,24.36,37.91,2.43
2017-06-14 14:00:00,457.6,23.51,40.78,2.46
2017-06-14 15:00:00,300.3,21.77,47.05,2.52
2017-06-14 16:00:00,171.35,19.96,54.78,2.57
2017-06-14 17:00:00,60.92,18.07,64.36,2.45
2017-06-14 18:00:00,0.0,16.31,75.31,2.05
2017-06-14 19:00:00,0.0,15.19,83.51,1.94
2017-06-14 20:00:00,0.0,14.46,89.46,1.81
2017-06-14 21:00:00,0.0,14.03,92.99,1.75
2017-06-14 22:00:00,0.0,13.73,94.97,1.67
2017-06-14 23:00:00,0.0,13.49,96.2,1.49
2017-06-15 00:00:00,0.0,13.22,97.14,1.22
2017-06-15 01:00:00,0.0,12.93,97.91,1.01
2017-06-15 02:00:00,0.0,12.63,98.37,0.92
2017-06-15 03:00:00,0.0,12.3,98.73,0.93
2017-06-15 04:00:00,0.0,11.95,98.89,0.91
2017-06-15 05:00:00,45.47,12.2,96.42,1.09
2017-06-15 06:00:00,232.07,13.71,88.38,1.17
2017-06-15 07:00:00,446.23,16.65,69.93,1.04
2017-06-15 08:00:00,618.83,19.64,53.97,1.08
2017-06-15 09:00:00,792.4,22.04,44.49,1.14
2017-06-15 10:00:00,898.17,23.92,38.29,1.22
2017-06-15 11:00:00,931.6,24.87,35.18,1.29
2017-06-15 12:00:00,810.22,25.1,34.61,1.32
2017-06-15 13:00:00,620.28,24.88,35.69,1.41
2017-06-15 14:00:00,540.92,24.0,38.2,1.65
2017-06-15 15:00:00,264.02,22.44,43.28,1.92
2017-06-15 16:00:00,160.82,20.53,50.77,2.09
2017-06-15 17:00:00,56.35,18.75,59.75,2.06
2017-06-15 18:00:00,0.0,17.02,69.9,1.67
2017-06-15 19:00:00,0.0,15.83,77.88,1.5
2017-06-15 20:00:00,0.0,14.85,85.02,1.26
2017-06-15 21:00:00,0.0,14.13,90.35,1.09
2017-06-15 22:00:00,0.0,13.56,94.12,0.98
2017-06-15 23:00:00,0.0,13.18,96.35,0.85
2017-06-16 00:00:00,0.0,12.88,97.64,0.71
2017-06-16 01:00:00,0.0,12.55,98.57,0.62
2017-06-16 02:00:00,0.0,12.15,99.18,0.48
2017-06-16 03:00:00,0.0,11.85,99.06,0.38
2017-06-16 04:00:00,0.0,11.63,98.72,0.33
2017-06-16 05:00:00,41.78,12.03,96.61,0.33
2017-06-16 06:00:00,240.45,13.97,87.21,0.49
2017-06-16 07:00:00,478.55,17.01,65.0,0.44
2017-06-16 08:00:00,677.78,20.06,45.82,0.53
2017-06-16 09:00:00,842.97,22.41,34.57,0.9
2017-06-16 10:00:00,940.75,24.2,28.18,1.26
2017-06-16 11:00:00,1033.15,25.54,24.4,1.58
2017-06-16 12:00:00,866.53,26.36,22.29,1.88
2017-06-16 13:00:00,806.75,26.58,21.61,2.08
2017-06-16 14:00:00,632.8,26.3,22.03,2.23
2017-06-16 15:00:00,472.08,25.42,23.82,2.31
2017-06-16 16:00:00,269.88,23.88,27.64,2.27
2017-06-16 17:00:00,91.43,21.27,38.08,2.0
2017-06-16 18:00:00,0.0,17.75,56.77,1.22
2017-06-16 19:00:00,0.0,15.9,67.97,0.9
2017-06-16 20:00:00,0.0,14.59,74.42,0.67
2017-06-16 21:00:00,0.0,13.61,79.64,0.57
2017-06-16 22:00:00,0.0,12.95,82.5,0.54
2017-06-16 23:00:00,0.0,12.49,84.64,0.48
2017-06-17 00:00:00,0.0,11.91,87.7,0.42
2017-06-17 01:00:00,0.0,11.1,92.38,0.47
2017-06-17 02:00:00,0.0,10.26,97.48,0.51
2017-06-17 03:00:00,0.0,9.51,100.0,0.51
2017-06-17 04:00:00,0.0,8.92,100.0,0.51
2017-06-17 05:00:00,44.08,9.96,99.79,0.53
2017-06-17 06:00:00,247.02,13.3,81.82,1.03
2017-06-17 07:00:00,494.58,16.92,53.28,1.17
2017-06-17 08:00:00,715.28,20.2,33.36,1.5
2017-06-17 09:00:00,888.1,22.4,25.29,1.88
2017-06-17 10:00:00,986.88,24.09,20.96,2.11
2017-06-17 11:00:00,1048.07,25.36,18.57,2.22
2017-06-17 12:00:00,1003.6,26.18,17.36,2.23
2017-06-17 13:00:00,881.22,26.44,17.05,2.21
2017-06-17 14:00:00,718.75,26.21,17.38,2.27
2017-06-17 15:00:00,531.15,25.3,18.56,2.37
2017-06-17 16:00:00,315.52,23.66,21.16,2.45
2017-06-17 17:00:00,110.57,20.87,31.16,2.13
2017-06-17 18:00:00,0.0,17.0,47.36,1.44
2017-06-17 19:00:00,0.0,14.72,57.11,1.21
2017-06-17 20:00:00,0.0,13.04,65.4,0.84
2017-06-17 21:00:00,0.0,11.83,72.38,0.69
2017-06-17 22:00:00,0.0,10.99,78.23,0.64
2017-06-17 23:00:00,0.0,10.28,83.68,0.49
2017-06-18 00:00:00,0.0,9.47,89.39,0.34
2017-06-18 01:00:00,0.0,8.68,93.17,0.24
2017-06-18 02:00:00,0.0,8.05,93.35,0.2
2017-06-18 03:00:00,0.0,7.69,89.0,0.19
2017-06-18 04:00:00,0.0,7.35,84.29,0.19
2017-06-18 05:00:00,48.55,8.15,77.65,0.26
2017-06-18 06:00:00,261.67,12.44,56.58,0.67
2017-06-18 07:00:00,472.15,17.08,30.91,1.49
2017-06-18 08:00:00,667.3,20.35,19.17,2.16
2017-06-18 09:00:00,823.95,22.42,15.4,2.5
2017-06-18 10:00:00,955.35,23.98,13.89,2.58
2017-06-18 11:00:00,1064.28,25.19,13.32,2.52
2017-06-18 12:00:00,1019.03,25.93,13.34,2.42
2017-06-18 13:00:00,906.3,26.12,13.95,2.29
2017-06-18 14:00:00,741.88,25.86,14.77,2.28
2017-06-18 15:00:00,544.75,24.96,16.47,2.3
