datetime,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS2M
2015-01-01 00:00:00,0.0,7.71,100.0,0.51
2015-01-01 01:00:00,0.0,7.34,100.0,0.46
2015-01-01 02:00:00,0.0,7.07,100.0,0.29
2015-01-01 03:00:00,0.0,6.83,100.0,0.13
2015-01-01 04:00:00,0.0,6.43,100.0,0.31
2015-01-01 05:00:00,0.0,5.98,100.0,0.45
2015-01-01 06:00:00,26.33,6.09,100.0,0.56
2015-01-01 07:00:00,208.73,8.56,84.15,0.67
2015-01-01 08:00:00,408.12,12.84,51.54,1.0
2015-01-01 09:00:00,574.5,15.84,35.54,1.18
2015-01-01 10:00:00,675.03,17.78,29.29,1.23
2015-01-01 11:00:00,745.75,19.0,26.39,1.32
2015-01-01 12:00:00,705.25,19.5,25.5,1.45
2015-01-01 13:00:00,620.47,19.32,26.41,1.56
2015-01-01 14:00:00,462.48,18.5,28.74,1.59
2015-01-01 15:00:00,266.4,17.08,32.54,1.39
2015-01-01 16:00:00,83.1,14.34,48.7,0.73
2015-01-01 17:00:00,0.0,10.94,60.17,0.48
2015-01-01 18:00:00,0.0,9.6,65.25,0.63
2015-01-01 19:00:00,0.0,8.42,69.51,0.78
2015-01-01 20:00:00,0.0,7.51,71.44,0.89
2015-01-01 21:00:00,0.0,6.66,72.67,0.98
2015-01-01 22:00:00,0.0,5.84,74.56,1.05
2015-01-01 23:00:00,0.0,5.12,78.49,1.11
2015-01-02 00:00:00,0.0,4.54,85.08,1.17
2015-01-02 01:00:00,0.0,4.27,92.25,1.18
2015-01-02 02:00:00,0.0,4.26,97.59,1.12
2015-01-02 03:00:00,0.0,4.27,100.0,1.03
2015-01-02 04:00:00,0.0,4.25,100.0,0.99
2015-01-02 05:00:00,0.0,4.07,100.0,0.98
2015-01-02 06:00:00,29.42,4.9,100.0,0.9
2015-01-02 07:00:00,215.02,8.88,82.65,1.75
2015-01-02 08:00:00,414.12,12.1,61.97,2.14
2015-01-02 09:00:00,568.4,14.47,49.6,2.36
2015-01-02 10:00:00,662.67,16.16,43.93,2.58
2015-01-02 11:00:00,770.3,17.2,41.38,2.79
2015-01-02 12:00:00,691.88,17.51,41.25,2.93
2015-01-02 13:00:00,549.72,17.09,43.19,3.03
2015-01-02 14:00:00,387.23,16.2,46.34,2.88
2015-01-02 15:00:00,233.85,15.17,49.17,2.56
2015-01-02 16:00:00,66.62,13.07,57.87,1.63
2015-01-02 17:00:00,0.0,9.7,74.56,0.8
2015-01-02 18:00:00,0.0,8.66,78.96,0.8
2015-01-02 19:00:00,0.0,7.86,82.06,0.89
2015-01-02 20:00:00,0.0,7.06,85.27,0.99
2015-01-02 21:00:00,0.0,6.44,88.24,1.09
2015-01-02 22:00:00,0.0,5.98,90.68,1.12
2015-01-02 23:00:00,0.0,5.56,93.47,1.08
2015-01-03 00:00:00,0.0,5.37,95.35,1.04
2015-01-03 01:00:00,0.0,5.14,97.53,1.01
2015-01-03 02:00:00,0.0,4.92,99.55,1.03
2015-01-03 03:00:00,0.0,4.72,100.0,1.06
2015-01-03 04:00:00,0.0,4.65,100.0,1.04
2015-01-03 05:00:00,0.0,4.48,100.0,1.01
2015-01-03 06:00:00,25.4,5.02,99.44,1.03
2015-01-03 07:00:00,186.48,7.99,82.1,1.82
2015-01-03 08:00:00,363.1,10.71,67.2,2.23
2015-01-03 09:00:00,482.83,13.02,54.2,2.49
2015-01-03 10:00:00,582.1,14.43,47.83,2.49
2015-01-03 11:00:00,569.65,15.01,45.82,2.39
2015-01-03 12:00:00,552.1,15.12,46.01,2.28
2015-01-03 13:00:00,445.83,15.04,47.06,2.16
2015-01-03 14:00:00,306.1,14.89,47.87,1.85
2015-01-03 15:00:00,180.73,14.34,49.77,1.34
2015-01-03 16:00:00,50.55,12.5,63.12,0.55
2015-01-03 17:00:00,0.0,11.0,64.77,0.58
2015-01-03 18:00:00,0.0,11.12,60.7,0.37
2015-01-03 19:00:00,0.0,11.04,58.88,0.14
2015-01-03 20:00:00,0.0,10.56,59.86,0.36
2015-01-03 21:00:00,0.0,10.08,60.95,0.38
2015-01-03 22:00:00,0.0,9.61,62.19,0.3
2015-01-03 23:00:00,0.0,8.99,64.22,0.28
2015-01-04 00:00:00,0.0,8.39,66.34,0.35
2015-01-04 01:00:00,0.0,7.78,68.9,0.52
2015-01-04 02:00:00,0.0,7.31,71.14,0.63
2015-01-04 03:00:00,0.0,6.67,74.7,0.73
2015-01-04 04:00:00,0.0,5.51,81.09,0.81
2015-01-04 05:00:00,0.0,4.33,88.27,0.86
2015-01-04 06:00:00,16.23,3.99,92.71,0.66
2015-01-04 07:00:00,113.07,8.16,74.83,1.27
2015-01-04 08:00:00,242.75,11.98,61.47,1.81
2015-01-04 09:00:00,413.0,14.46,51.77,2.09
2015-01-04 10:00:00,472.67,16.1,45.85,2.12
2015-01-04 11:00:00,582.88,17.19,42.19,2.01
2015-01-04 12:00:00,569.28,17.66,40.33,1.97
2015-01-04 13:00:00,490.6,17.42,40.79,1.99
2015-01-04 14:00:00,358.65,16.82,42.62,1.99
2015-01-04 15:00:00,201.73,15.59,47.86,2.01
2015-01-04 16:00:00,59.17,13.08,64.03,2.02
2015-01-04 17:00:00,0.0,10.18,76.0,2.19
2015-01-04 18:00:00,0.0,8.89,81.29,2.36
2015-01-04 19:00:00,0.0,7.82,84.42,2.46
2015-01-04 20:00:00,0.0,6.53,88.19,2.43
2015-01-04 21:00:00,0.0,5.54,90.09,2.37
2015-01-04 22:00:00,0.0,4.81,90.88,2.26
2015-01-04 23:00:00,0.0,4.2,91.07,2.23
2015-01-05 00:00:00,0.0,3.55,91.97,2.13
2015-01-05 01:00:00,0.0,2.97,92.16,2.07
2015-01-05 02:00:00,0.0,2.56,91.45,1.84
2015-01-05 03:00:00,0.0,2.26,91.1,1.67
2015-01-05 04:00:00,0.0,2.11,90.93,1.61
2015-01-05 05:00:00,0.0,2.35,90.25,1.5
2015-01-05 06:00:00,19.9,2.7,89.38,1.44
2015-01-05 07:00:00,149.93,4.8,81.04,1.69
2015-01-05 08:00:00,309.12,7.98,72.26,1.89
2015-01-05 09:00:00,426.62,10.81,64.23,2.15
2015-01-05 10:00:00,454.95,13.26,56.25,2.26
2015-01-05 11:00:00,357.2,14.99,50.85,2.29
2015-01-05 12:00:00,268.27,15.67,49.9,2.28
2015-01-05 13:00:00,214.85,14.83,54.4,2.27
2015-01-05 14:00:00,170.6,13.23,60.9,2.31
2015-01-05 15:00:00,109.53,11.52,67.31,2.31
2015-01-05 16:00:00,36.85,9.77,73.72,2.17
2015-01-05 17:00:00,0.0,8.07,80.42,1.9
2015-01-05 18:00:00,0.0,6.7,86.07,1.68
2015-01-05 19:00:00,0.0,5.49,90.98,1.36
2015-01-05 20:00:00,0.0,4.62,93.58,1.32
2015-01-05 21:00:00,0.0,4.18,93.59,1.46
2015-01-05 22:00:00,0.0,3.78,94.13,1.55
2015-01-05 23:00:00,0.0,3.36,94.92,1.4
2015-01-06 00:00:00,0.0,3.16,94.97,1.4
2015-01-06 01:00:00,0.0,2.95,95.38,1.27
2015-01-06 02:00:00,0.0,2.99,93.98,1.23
2015-01-06 03:00:00,0.0,2.74,94.09,0.98
2015-01-06 04:00:00,0.0,2.48,95.4,0.9
2015-01-06 05:00:00,0.0,2.26,96.12,0.83
2015-01-06 06:00:00,22.95,2.82,93.38,0.78
2015-01-06 07:00:00,177.9,6.03,78.97,1.3
2015-01-06 08:00:00,357.8,9.77,66.48,1.59
2015-01-06 09:00:00,529.0,13.14,54.11,1.85
2015-01-06 10:00:00,552.12,15.42,46.64,1.8
2015-01-06 11:00:00,475.2,16.91,42.35,1.7
2015-01-06 12:00:00,384.98,17.59,40.82,1.61
2015-01-06 13:00:00,378.08,17.38,41.82,1.48
2015-01-06 14:00:00,271.08,16.54,44.98,1.34
2015-01-06 15:00:00,126.95,15.19,50.98,1.19
2015-01-06 16:00:00,42.3,13.21,63.33,0.99
2015-01-06 17:00:00,0.0,11.13,75.18,1.17
2015-01-06 18:00:00,0.0,9.69,83.23,1.27
2015-01-06 19:00:00,0.0,8.78,87.48,1.28
2015-01-06 20:00:00,0.0,8.05,90.7,1.18
2015-01-06 21:00:00,0.0,7.45,93.19,1.02
2015-01-06 22:00:00,0.0,6.78,95.85,0.82
2015-01-06 23:00:00,0.0,6.17,97.67,0.72
2015-01-07 00:00:00,0.0,5.89,96.85,0.76
2015-01-07 01:00:00,0.0,5.61,96.22,0.79
2015-01-07 02:00:00,0.0,5.36,96.55,0.82
2015-01-07 03:00:00,0.0,4.93,98.25,0.88
2015-01-07 04:00:00,0.0,4.72,98.74,0.84
2015-01-07 05:00:00,0.0,4.4,99.15,0.86
2015-01-07 06:00:00,21.35,4.75,96.12,1.13
2015-01-07 07:00:00,161.07,6.5,86.55,1.69
2015-01-07 08:00:00,345.12,8.56,75.02,2.08
2015-01-07 09:00:00,537.1,10.78,62.4,2.29
2015-01-07 10:00:00,690.22,12.81,51.55,2.25
2015-01-07 11:00:00,809.75,14.26,45.31,2.12
2015-01-07 12:00:00,805.85,15.11,42.65,2.09
2015-01-07 13:00:00,700.5,15.56,42.09,2.19
2015-01-07 14:00:00,531.95,15.55,43.06,2.33
2015-01-07 15:00:00,329.23,14.63,46.99,2.44
2015-01-07 16:00:00,113.07,12.07,59.81,2.18
2015-01-07 17:00:00,0.0,8.8,77.1,2.02
2015-01-07 18:00:00,0.0,8.06,83.57,2.18
2015-01-07 19:00:00,0.0,7.15,90.16,2.33
2015-01-07 20:00:00,0.0,6.12,94.66,2.31
2015-01-07 21:00:00,0.0,5.46,96.17,2.49
2015-01-07 22:00:00,0.0,5.33,96.36,2.78
2015-01-07 23:00:00,0.0,5.54,96.27,3.0
2015-01-08 00:00:00,0.0,5.63,96.4,3.12
2015-01-08 01:00:00,0.0,5.6,96.4,3.22
2015-01-08 02:00:00,0.0,5.43,95.76,3.28
2015-01-08 03:00:00,0.0,5.06,94.99,3.11
2015-01-08 04:00:00,0.0,4.7,94.78,2.9
2015-01-08 05:00:00,0.0,4.42,94.39,2.84
2015-01-08 06:00:00,19.8,4.29,93.41,2.75
2015-01-08 07:00:00,136.02,5.21,86.02,2.85
2015-01-08 08:00:00,278.58,7.3,73.44,2.77
2015-01-08 09:00:00,405.75,9.8,60.69,2.44
2015-01-08 10:00:00,547.97,12.07,51.87,2.07
2015-01-08 11:00:00,499.83,13.76,46.3,1.6
2015-01-08 12:00:00,491.02,14.7,43.45,1.05
2015-01-08 13:00:00,468.9,14.63,43.69,0.73
2015-01-08 14:00:00,339.83,14.1,45.71,0.65
2015-01-08 15:00:00,200.15,13.26,49.61,0.56
2015-01-08 16:00:00,66.97,11.52,62.05,0.41
2015-01-08 17:00:00,0.0,9.46,73.36,0.19
2015-01-08 18:00:00,0.0,8.57,78.83,0.12
2015-01-08 19:00:00,0.0,7.84,82.42,0.04
2015-01-08 20:00:00,0.0,7.43,84.74,0.09
2015-01-08 21:00:00,0.0,7.16,86.19,0.16
2015-01-08 22:00:00,0.0,6.8,87.97,0.21
2015-01-08 23:00:00,0.0,6.55,89.36,0.23
2015-01-09 00:00:00,0.0,6.42,89.89,0.27
2015-01-09 01:00:00,0.0,6.02,91.99,0.33
2015-01-09 02:00:00,0.0,5.7,93.62,0.25
2015-01-09 03:00:00,0.0,5.34,95.32,0.22
2015-01-09 04:00:00,0.0,4.95,96.88,0.28
2015-01-09 05:00:00,0.0,4.64,97.37,0.35
2015-01-09 06:00:00,23.55,5.03,93.85,0.27
2015-01-09 07:00:00,203.82,8.54,74.31,0.23
2015-01-09 08:00:00,411.45,12.14,52.98,0.56
2015-01-09 09:00:00,539.92,13.88,45.39,0.81
2015-01-09 10:00:00,609.97,14.74,42.33,0.78
2015-01-09 11:00:00,583.67,15.19,40.86,0.69
2015-01-09 12:00:00,616.78,15.35,40.53,0.55
2015-01-09 13:00:00,483.42,15.09,41.67,0.39
2015-01-09 14:00:00,347.3,14.51,44.19,0.34
2015-01-09 15:00:00,205.73,13.54,49.0,0.48
2015-01-09 16:00:00,68.57,12.08,61.21,0.55
2015-01-09 17:00:00,0.0,10.55,69.4,0.81
2015-01-09 18:00:00,0.0,8.95,78.8,1.07
2015-01-09 19:00:00,0.0,7.54,87.93,0.88
2015-01-09 20:00:00,0.0,6.77,92.09,0.98
2015-01-09 21:00:00,0.0,5.95,95.76,0.9
2015-01-09 22:00:00,0.0,5.38,97.86,0.78
2015-01-09 23:00:00,0.0,5.28,97.18,0.77
2015-01-10 00:00:00,0.0,5.14,96.21,0.72
2015-01-10 01:00:00,0.0,4.86,96.13,0.64
2015-01-10 02:00:00,0.0,4.44,97.1,0.47
2015-01-10 03:00:00,0.0,4.04,98.39,0.35
2015-01-10 04:00:00,0.0,3.79,98.81,0.26
2015-01-10 05:00:00,0.0,3.66,98.86,0.11
2015-01-10 06:00:00,27.3,4.22,96.84,0.15
2015-01-10 07:00:00,217.5,6.87,87.46,0.58
2015-01-10 08:00:00,433.73,10.52,68.71,0.92
2015-01-10 09:00:00,598.78,13.8,51.72,1.16
2015-01-10 10:00:00,699.4,15.52,45.36,1.16
2015-01-10 11:00:00,683.9,16.55,41.9,1.24
2015-01-10 12:00:00,639.8,16.93,40.79,1.42
2015-01-10 13:00:00,530.8,16.7,41.92,1.58
2015-01-10 14:00:00,398.23,15.89,44.67,1.49
2015-01-10 15:00:00,242.07,14.7,48.95,1.17
2015-01-10 16:00:00,85.95,12.75,60.7,0.6
2015-01-10 17:00:00,0.0,10.49,74.58,0.17
2015-01-10 18:00:00,0.0,9.93,76.93,0.08
2015-01-10 19:00:00,0.0,9.45,77.79,0.27
2015-01-10 20:00:00,0.0,8.5,82.64,0.5
2015-01-10 21:00:00,0.0,7.54,86.73,0.61
2015-01-10 22:00:00,0.0,6.51,89.98,0.7
2015-01-10 23:00:00,0.0,5.71,92.74,0.83
2015-01-11 00:00:00,0.0,5.22,94.03,0.95
2015-01-11 01:00:00,0.0,4.98,94.47,0.91
2015-01-11 02:00:00,0.0,4.83,94.6,0.78
2015-01-11 03:00:00,0.0,4.66,94.75,0.54
2015-01-11 04:00:00,0.0,4.34,95.78,0.28
2015-01-11 05:00:00,0.0,3.89,97.89,0.02
2015-01-11 06:00:00,26.1,3.99,97.74,0.23
2015-01-11 07:00:00,218.93,7.58,82.23,0.49
2015-01-11 08:00:00,449.88,11.75,57.94,1.0
2015-01-11 09:00:00,646.17,14.66,41.75,0.96
2015-01-11 10:00:00,775.42,16.73,33.27,0.73
2015-01-11 11:00:00,852.05,18.28,28.2,0.57
2015-01-11 12:00:00,823.95,19.22,25.54,0.52
2015-01-11 13:00:00,703.83,19.49,24.78,0.58
2015-01-11 14:00:00,540.03,19.15,25.78,0.63
2015-01-11 15:00:00,330.52,18.11,28.79,0.64
2015-01-11 16:00:00,111.97,15.16,45.87,0.36
2015-01-11 17:00:00,0.0,11.41,59.79,0.1
2015-01-11 18:00:00,0.0,10.59,63.31,0.12
2015-01-11 19:00:00,0.0,9.79,68.83,0.34
2015-01-11 20:00:00,0.0,9.06,73.47,0.44
2015-01-11 21:00:00,0.0,8.26,78.1,0.38
2015-01-11 22:00:00,0.0,7.58,81.98,0.33
2015-01-11 23:00:00,0.0,7.13,84.76,0.29
2015-01-12 00:00:00,0.0,6.78,86.93,0.3
2015-01-12 01:00:00,0.0,6.57,88.25,0.13
2015-01-12 02:00:00,0.0,6.18,90.61,0.27
2015-01-12 03:00:00,0.0,5.79,93.24,0.15
2015-01-12 04:00:00,0.0,5.0,98.56,0.25
2015-01-12 05:00:00,0.0,4.38,100.0,0.28
2015-01-12 06:00:00,25.7,4.41,100.0,0.24
2015-01-12 07:00:00,216.27,8.35,80.92,0.34
2015-01-12 08:00:00,452.0,12.92,52.48,0.7
2015-01-12 09:00:00,641.85,15.87,37.79,0.7
2015-01-12 10:00:00,780.65,18.06,29.86,0.44
2015-01-12 11:00:00,850.58,19.57,25.61,0.5
2015-01-12 12:00:00,781.97,20.47,23.3,0.72
2015-01-12 13:00:00,723.3,20.68,22.73,0.8
2015-01-12 14:00:00,518.83,20.21,23.39,0.74
2015-01-12 15:00:00,319.73,18.94,25.92,0.66
2015-01-12 16:00:00,115.7,15.51,42.77,0.29
2015-01-12 17:00:00,0.0,11.22,57.33,0.11
2015-01-12 18:00:00,0.0,10.33,60.8,0.17
2015-01-12 19:00:00,0.0,10.08,60.02,0.47
2015-01-12 20:00:00,0.0,8.92,63.53,0.76
2015-01-12 21:00:00,0.0,7.49,68.61,0.87
2015-01-12 22:00:00,0.0,6.58,71.78,0.87
2015-01-12 23:00:00,0.0,6.14,73.62,0.82
2015-01-13 00:00:00,0.0,5.79,75.94,0.77
2015-01-13 01:00:00,0.0,5.54,78.04,0.73
2015-01-13 02:00:00,0.0,5.48,78.6,0.51
2015-01-13 03:00:00,0.0,5.23,79.3,0.36
2015-01-13 04:00:00,0.0,5.36,77.42,0.24
2015-01-13 05:00:00,0.0,5.57,75.04,0.21
2015-01-13 06:00:00,24.3,5.62,74.46,0.32
2015-01-13 07:00:00,222.4,8.13,66.36,0.43
2015-01-13 08:00:00,439.9,12.53,44.86,0.69
2015-01-13 09:00:00,632.67,15.66,31.63,0.89
2015-01-13 10:00:00,734.6,17.44,26.96,0.68
2015-01-13 11:00:00,776.4,18.81,24.1,0.55
2015-01-13 12:00:00,750.33,19.59,22.78,0.65
2015-01-13 13:00:00,612.03,19.9,22.48,0.74
2015-01-13 14:00:00,468.42,19.46,23.62,0.6
2015-01-13 15:00:00,276.95,18.15,26.95,0.34
2015-01-13 16:00:00,96.8,14.81,45.51,0.11
2015-01-13 17:00:00,0.0,11.01,58.67,0.14
2015-01-13 18:00:00,0.0,9.6,65.11,0.05
2015-01-13 19:00:00,0.0,8.79,68.6,0.26
2015-01-13 20:00:00,0.0,8.3,70.73,0.31
2015-01-13 21:00:00,0.0,7.88,72.45,0.38
2015-01-13 22:00:00,0.0,7.44,74.17,0.53
2015-01-13 23:00:00,0.0,6.93,77.14,0.76
2015-01-14 00:00:00,0.0,6.7,79.56,0.85
2015-01-14 01:00:00,0.0,6.87,80.17,0.81
2015-01-14 02:00:00,0.0,7.06,79.81,0.69
2015-01-14 03:00:00,0.0,6.9,80.93,0.64
2015-01-14 04:00:00,0.0,6.72,81.83,0.62
2015-01-14 05:00:00,0.0,6.44,82.73,0.54
2015-01-14 06:00:00,21.52,6.57,82.53,0.39
2015-01-14 07:00:00,189.15,8.85,74.15,0.39
2015-01-14 08:00:00,404.6,11.38,58.19,0.62
2015-01-14 09:00:00,613.58,13.79,45.8,0.42
2015-01-14 10:00:00,753.15,16.31,36.47,0.58
2015-01-14 11:00:00,847.08,18.6,30.23,0.63
2015-01-14 12:00:00,812.08,19.68,27.5,0.62
2015-01-14 13:00:00,713.88,19.74,27.63,0.66
2015-01-14 14:00:00,550.35,19.15,29.93,0.62
2015-01-14 15:00:00,326.6,18.04,34.1,0.49
2015-01-14 16:00:00,116.03,15.24,50.38,0.27
2015-01-14 17:00:00,0.0,11.7,65.07,0.2
2015-01-14 18:00:00,0.0,10.52,70.72,0.18
2015-01-14 19:00:00,0.0,9.86,74.16,0.36
2015-01-14 20:00:00,0.0,8.89,79.63,0.63
2015-01-14 21:00:00,0.0,8.12,84.57,0.71
2015-01-14 22:00:00,0.0,7.7,87.69,0.67
2015-01-14 23:00:00,0.0,7.3,91.03,0.67
2015-01-15 00:00:00,0.0,6.94,94.59,0.64
2015-01-15 01:00:00,0.0,6.67,97.03,0.66
2015-01-15 02:00:00,0.0,6.37,98.77,0.75
2015-01-15 03:00:00,0.0,6.26,99.14,0.74
2015-01-15 04:00:00,0.0,6.15,99.05,0.63
2015-01-15 05:00:00,0.0,5.98,99.02,0.49
2015-01-15 06:00:00,22.85,6.47,95.06,0.35
2015-01-15 07:00:00,197.07,9.73,77.39,0.55
2015-01-15 08:00:00,414.5,14.05,52.94,0.33
2015-01-15 09:00:00,611.2,16.88,41.48,0.35
2015-01-15 10:00:00,716.7,18.76,35.89,0.36
2015-01-15 11:00:00,753.05,20.03,33.03,0.3
2015-01-15 12:00:00,713.2,20.68,32.13,0.18
2015-01-15 13:00:00,645.7,20.6,33.25,0.09
2015-01-15 14:00:00,471.7,19.82,36.22,0.13
2015-01-15 15:00:00,290.38,18.09,42.48,0.34
2015-01-15 16:00:00,111.0,15.63,54.17,0.52
2015-01-15 17:00:00,0.0,13.2,68.61,0.58
2015-01-15 18:00:00,0.0,12.11,74.35,0.86
2015-01-15 19:00:00,0.0,10.97,81.23,1.02
2015-01-15 20:00:00,0.0,10.09,85.99,0.97
2015-01-15 21:00:00,0.0,9.49,89.23,0.89
2015-01-15 22:00:00,0.0,9.1,90.78,0.82
2015-01-15 23:00:00,0.0,8.82,91.97,0.55
2015-01-16 00:00:00,0.0,8.45,93.74,0.32
2015-01-16 01:00:00,0.0,8.07,95.38,0.18
2015-01-16 02:00:00,0.0,7.68,96.9,0.11
2015-01-16 03:00:00,0.0,7.26,98.77,0.1
2015-01-16 04:00:00,0.0,6.68,100.0,0.23
2015-01-16 05:00:00,0.0,6.11,100.0,0.28
2015-01-16 06:00:00,25.73,6.51,100.0,0.16
2015-01-16 07:00:00,216.62,9.59,84.06,0.35
2015-01-16 08:00:00,440.23,14.47,57.12,0.58
2015-01-16 09:00:00,631.33,17.14,46.32,0.68
2015-01-16 10:00:00,714.0,18.95,40.06,0.64
2015-01-16 11:00:00,749.9,20.19,36.09,0.63
2015-01-16 12:00:00,739.4,20.72,34.64,0.77
2015-01-16 13:00:00,618.62,20.5,35.39,0.91
2015-01-16 14:00:00,470.0,19.63,38.18,0.98
2015-01-16 15:00:00,280.58,17.84,44.23,1.04
2015-01-16 16:00:00,102.38,15.6,54.4,0.94
2015-01-16 17:00:00,0.0,13.56,67.25,0.71
2015-01-16 18:00:00,0.0,12.49,73.83,0.66
2015-01-16 19:00:00,0.0,11.67,78.24,0.42
2015-01-16 20:00:00,0.0,11.14,79.08,0.31
2015-01-16 21:00:00,0.0,10.57,81.19,0.42
2015-01-16 22:00:00,0.0,9.68,85.55,0.68
2015-01-16 23:00:00,0.0,8.87,90.0,0.76
2015-01-17 00:00:00,0.0,8.3,93.41,0.74
2015-01-17 01:00:00,0.0,7.77,96.58,0.74
2015-01-17 02:00:00,0.0,7.35,98.9,0.79
2015-01-17 03:00:00,0.0,6.95,100.0,0.84
2015-01-17 04:00:00,0.0,6.52,100.0,0.84
2015-01-17 05:00:00,0.0,6.1,100.0,0.81
2015-01-17 06:00:00,18.77,6.59,100.0,0.76
2015-01-17 07:00:00,162.12,10.48,78.14,1.25
2015-01-17 08:00:00,327.9,14.47,55.58,1.4
2015-01-17 09:00:00,503.15,16.66,46.16,1.12
2015-01-17 10:00:00,589.05,18.33,40.55,0.99
2015-01-17 11:00:00,613.03,19.59,36.75,0.93
2015-01-17 12:00:00,634.83,20.32,34.78,0.85
2015-01-17 13:00:00,559.05,20.5,34.13,0.77
2015-01-17 14:00:00,492.38,20.06,34.91,0.72
2015-01-17 15:00:00,299.17,18.9,38.4,0.62
2015-01-17 16:00:00,114.38,16.68,50.01,0.35
2015-01-17 17:00:00,0.0,13.85,64.68,0.11
2015-01-17 18:00:00,0.0,12.99,67.6,0.17
2015-01-17 19:00:00,0.0,12.09,72.35,0.47
2015-01-17 20:00:00,0.0,10.96,77.91,0.48
2015-01-17 21:00:00,0.0,10.23,80.28,0.43
2015-01-17 22:00:00,0.0,9.83,81.19,0.45
2015-01-17 23:00:00,0.0,9.54,82.5,0.46
2015-01-18 00:00:00,0.0,9.2,84.61,0.48
2015-01-18 01:00:00,0.0,8.68,87.82,0.53
2015-01-18 02:00:00,0.0,8.15,91.79,0.64
2015-01-18 03:00:00,0.0,7.58,96.45,0.71
2015-01-18 04:00:00,0.0,7.08,100.0,0.8
2015-01-18 05:00:00,0.0,6.52,100.0,0.84
2015-01-18 06:00:00,16.9,6.78,96.45,1.37
2015-01-18 07:00:00,145.48,8.67,77.38,2.16
2015-01-18 08:00:00,324.2,11.34,58.58,2.46
2015-01-18 09:00:00,509.12,13.64,49.69,2.32
2015-01-18 10:00:00,657.47,15.56,43.86,2.1
2015-01-18 11:00:00,792.05,17.02,39.73,1.8
2015-01-18 12:00:00,774.6,18.07,36.84,1.41
2015-01-18 13:00:00,672.62,18.55,35.49,1.03
2015-01-18 14:00:00,516.83,18.37,35.66,0.89
2015-01-18 15:00:00,319.83,17.37,38.46,0.9
2015-01-18 16:00:00,115.25,15.18,49.08,0.94
2015-01-18 17:00:00,3.58,12.24,61.98,0.88
2015-01-18 18:00:00,0.0,10.69,68.57,1.0
2015-01-18 19:00:00,0.0,9.58,73.5,0.56
2015-01-18 20:00:00,0.0,8.55,78.81,0.25
2015-01-18 21:00:00,0.0,7.65,83.21,0.53
2015-01-18 22:00:00,0.0,6.74,88.18,0.72
2015-01-18 23:00:00,0.0,6.18,92.12,0.78
2015-01-19 00:00:00,0.0,5.84,95.81,0.76
2015-01-19 01:00:00,0.0,5.51,98.77,0.82
2015-01-19 02:00:00,0.0,5.44,100.0,0.85
2015-01-19 03:00:00,0.0,5.45,100.0,0.84
2015-01-19 04:00:00,0.0,5.39,100.0,0.79
2015-01-19 05:00:00,0.0,5.4,100.0,0.73
2015-01-19 06:00:00,21.05,6.18,99.48,0.67
2015-01-19 07:00:00,181.88,9.58,82.23,1.05
2015-01-19 08:00:00,390.85,13.43,62.82,1.54
2015-01-19 09:00:00,565.92,15.97,50.75,1.85
2015-01-19 10:00:00,680.75,17.64,44.66,1.99
2015-01-19 11:00:00,684.12,18.75,40.99,2.06
2015-01-19 12:00:00,575.15,19.21,39.56,2.11
2015-01-19 13:00:00,503.67,18.96,40.15,2.06
2015-01-19 14:00:00,412.2,18.29,41.74,1.9
2015-01-19 15:00:00,231.7,17.11,45.03,1.63
2015-01-19 16:00:00,84.3,15.24,54.05,1.05
2015-01-19 17:00:00,2.9,12.95,66.72,0.62
2015-01-19 18:00:00,0.0,11.92,70.08,0.6
2015-01-19 19:00:00,0.0,11.23,71.51,0.55
2015-01-19 20:00:00,0.0,10.81,71.16,0.47
2015-01-19 21:00:00,0.0,10.34,71.44,0.29
2015-01-19 22:00:00,0.0,9.71,72.83,0.12
2015-01-19 23:00:00,0.0,9.17,74.27,0.05
2015-01-20 00:00:00,0.0,8.59,76.14,0.03
2015-01-20 01:00:00,0.0,7.99,78.48,0.07
2015-01-20 02:00:00,0.0,7.41,80.8,0.16
2015-01-20 03:00:00,0.0,6.92,82.95,0.23
2015-01-20 04:00:00,0.0,6.46,85.25,0.26
2015-01-20 05:00:00,0.0,6.11,87.25,0.28
2015-01-20 06:00:00,22.65,6.43,86.39,0.22
2015-01-20 07:00:00,208.6,10.12,70.16,0.16
2015-01-20 08:00:00,416.17,14.59,47.87,0.63
2015-01-20 09:00:00,613.12,17.22,37.79,0.72
2015-01-20 10:00:00,737.08,19.06,32.34,0.55
2015-01-20 11:00:00,813.58,20.32,29.57,0.43
2015-01-20 12:00:00,799.7,20.98,28.55,0.38
2015-01-20 13:00:00,632.35,20.99,28.98,0.36
2015-01-20 14:00:00,459.67,20.27,31.13,0.39
2015-01-20 15:00:00,275.38,18.87,35.55,0.4
2015-01-20 16:00:00,102.4,16.4,48.44,0.23
2015-01-20 17:00:00,3.47,13.36,64.93,0.12
2015-01-20 18:00:00,0.0,12.32,70.97,0.14
2015-01-20 19:00:00,0.0,11.8,72.55,0.22
2015-01-20 20:00:00,0.0,11.31,73.18,0.34
2015-01-20 21:00:00,0.0,10.64,75.58,0.55
2015-01-20 22:00:00,0.0,10.04,78.46,0.67
2015-01-20 23:00:00,0.0,9.56,80.8,0.71
2015-01-21 00:00:00,0.0,8.81,84.97,0.71
